"index","Date and time"," water level (m ODN)"," flag"," HW=1 or LW=0"
"191","08/08/1911 19:50:00"," -2.3827","0",""
"192","09/08/1911 08:00:00"," -2.3827","0",""
"193","09/08/1911 14:00:00","  2.9764","1",""
"194","10/08/1911 09:05:00"," -2.4843","0",""
"195","10/08/1911 14:30:00","  3.2558","1",""
"196","11/08/1911 09:40:00"," -2.4081","0",""
"197","11/08/1911 14:55:00","  3.2050","1",""
"198","12/08/1911 10:05:00"," -2.5097","0",""
"199","12/08/1911 15:35:00","  3.4082","1",""
"200","13/08/1911 10:45:00"," -2.4843","0",""
"201","13/08/1911 16:10:00","  3.3828","1",""
"202","14/08/1911 11:15:00"," -2.5605","0",""
"203","14/08/1911 16:35:00","  3.4590","1",""
"204","15/08/1911 11:45:00"," -2.5097","0",""
"205","15/08/1911 17:00:00","  3.3066","1",""
"206","16/08/1911 12:30:00"," -2.3319","0",""
"207","16/08/1911 17:50:00","  3.1542","1",""
"208","17/08/1911 12:52:00"," -2.4843","0",""
"209","17/08/1911 18:50:00","  2.8494","1",""
"210","18/08/1911 07:11:00","  2.6970","1",""
"211","18/08/1911 13:35:00"," -2.2557","0",""
"212","19/08/1911 14:30:00"," -1.9509","0",""
"213","19/08/1911 20:30:00","  2.6970","1",""
"214","20/08/1911 09:40:00","  2.6208","1",""
"215","20/08/1911 16:10:00"," -1.9509","0",""
"216","21/08/1911 11:00:00","  2.6970","1",""
"217","21/08/1911 17:40:00"," -2.2049","0",""
"218","22/08/1911 12:20:00","  3.0018","1",""
"219","22/08/1911 19:25:00"," -2.4081","0",""
"220","23/08/1911 07:50:00"," -2.3827","0",""
"221","23/08/1911 13:30:00","  3.1796","1",""
"222","24/08/1911 08:50:00"," -2.5859","0",""
"223","24/08/1911 14:15:00","  3.2558","1",""
"224","25/08/1911 09:50:00"," -2.7891","0",""
"225","25/08/1911 14:50:00","  3.4590","1",""
"226","26/08/1911 10:35:00"," -2.7129","0",""
"227","26/08/1911 15:30:00","  3.5352","1",""
"228","27/08/1911 11:10:00"," -2.8653","0",""
"229","27/08/1911 16:05:00","  3.5860","1",""
"230","28/08/1911 11:40:00"," -2.7891","0",""
"231","28/08/1911 16:35:00","  3.5352","1",""
"232","29/08/1911 12:00:00"," -2.7129","0",""
"233","29/08/1911 17:15:00","  3.2050","1",""
"234","30/08/1911 17:45:00","  3.1288","1",""
"235","31/08/1911 12:30:00"," -2.4335","0",""
"236","31/08/1911 18:30:00","  2.4684","1",""
"237","01/09/1911 12:45:00"," -2.0525","0",""
"238","01/09/1911 19:00:00","  2.3922","1",""
"239","02/09/1911 07:45:00","  2.0113","1",""
"240","02/09/1911 13:45:00"," -1.8747","0",""
"241","03/09/1911 09:00:00","  1.9351","1",""
"242","03/09/1911 15:40:00"," -1.5700","0",""
"243","04/09/1911 10:35:00","  1.8589","1",""
"244","04/09/1911 17:00:00"," -2.0271","0",""
"245","05/09/1911 12:00:00","  2.3668","1",""
"246","05/09/1911 18:30:00"," -2.2557","0",""
"247","06/09/1911 12:45:00","  2.6208","1",""
"248","06/09/1911 19:40:00"," -2.4335","0",""
"249","07/09/1911 08:00:00"," -2.2557","0",""
"250","07/09/1911 13:30:00","  2.9256","1",""
"251","08/09/1911 08:45:00"," -2.4843","0",""
"252","08/09/1911 14:00:00","  3.2050","1",""
"253","09/09/1911 14:40:00","  3.6114","1",""
"254","10/09/1911 10:05:00"," -2.6367","0",""
"255","10/09/1911 15:15:00","  3.4590","1",""
"256","11/09/1911 10:45:00"," -2.7129","0",""
"257","11/09/1911 15:45:00","  3.4844","1",""
"258","12/09/1911 11:00:00"," -2.5859","0",""
"259","12/09/1911 16:15:00","  3.6114","1",""
"260","13/09/1911 11:45:00"," -2.7129","0",""
"261","13/09/1911 16:40:00","  3.6368","1",""
"262","14/09/1911 12:10:00"," -2.4081","0",""
"263","14/09/1911 17:30:00","  3.3066","1",""
"264","15/09/1911 12:25:00"," -2.2811","0",""
"265","15/09/1911 18:15:00","  3.0018","1",""
"266","16/09/1911 13:18:00"," -2.2557","0",""
"267","16/09/1911 19:15:00","  2.5446","1",""
"268","17/09/1911 07:30:00","  2.3160","1",""
"269","17/09/1911 14:30:00"," -2.1033","0",""
"270","18/09/1911 09:20:00","  2.0113","1",""
"271","18/09/1911 16:00:00"," -2.2303","0",""
"272","19/09/1911 11:25:00","  2.3922","1",""
"273","19/09/1911 18:10:00"," -2.4843","0",""
"274","20/09/1911 12:10:00","  2.5446","1",""
"275","20/09/1911 19:00:00"," -2.6875","0",""
"276","21/09/1911 13:00:00","  3.3066","1",""
"277","21/09/1911 19:40:00"," -2.2811","0",""
"278","22/09/1911 08:36:00"," -2.4589","0",""
"279","22/09/1911 13:40:00","  3.5352","1",""
"280","23/09/1911 09:35:00"," -2.7891","0",""
"281","23/09/1911 14:30:00","  3.4590","1",""
"282","24/09/1911 10:07:00"," -2.8653","0",""
"283","24/09/1911 15:00:00","  3.6114","1",""
"284","25/09/1911 10:30:00"," -2.6621","0",""
"285","25/09/1911 15:35:00","  3.6114","1",""
"286","26/09/1911 11:15:00"," -2.9415","0",""
"287","26/09/1911 16:10:00","  3.5352","1",""
"288","27/09/1911 11:30:00"," -2.8145","0",""
"289","27/09/1911 16:40:00","  3.3066","1",""
"290","28/09/1911 11:40:00"," -2.2811","0",""
"291","28/09/1911 17:10:00","  3.0526","1",""
"292","29/09/1911 12:00:00"," -2.3573","0",""
"293","29/09/1911 17:50:00","  2.6970","1",""
"294","30/09/1911 12:30:00"," -2.6621","0",""
"295","30/09/1911 19:10:00","  2.5446","1",""
"296","02/10/1911 08:10:00","  1.3509","1",""
"297","02/10/1911 14:03:00"," -1.9001","0",""
"298","03/10/1911 09:45:00","  1.8589","1",""
"299","03/10/1911 16:20:00"," -1.9509","0",""
"300","04/10/1911 11:15:00","  2.2906","1",""
"301","04/10/1911 17:50:00"," -2.2811","0",""
"302","05/10/1911 12:10:00","  2.6208","1",""
"303","06/10/1911 07:30:00"," -2.6113","0",""
"304","06/10/1911 12:50:00","  2.9256","1",""
"305","07/10/1911 08:10:00"," -2.7383","0",""
"306","07/10/1911 13:30:00","  3.3828","1",""
"307","08/10/1911 14:00:00","  3.6368","1",""
"308","09/10/1911 09:25:00"," -2.6113","0",""
"309","09/10/1911 14:38:00","  3.7130","1",""
"310","10/10/1911 09:55:00"," -2.7891","0",""
"311","10/10/1911 15:10:00","  3.7130","1",""
"312","11/10/1911 10:50:00"," -2.9161","0",""
"313","11/10/1911 15:40:00","  3.7130","1",""
"314","12/10/1911 11:25:00"," -2.8653","0",""
"315","12/10/1911 16:20:00","  3.5860","1",""
"316","13/10/1911 12:00:00"," -2.7129","0",""
"317","13/10/1911 17:10:00","  3.4336","1",""
"318","14/10/1911 12:20:00"," -2.5605","0",""
"319","14/10/1911 18:00:00","  3.2050","1",""
"320","15/10/1911 06:20:00","  2.6462","1",""
"321","15/10/1911 13:00:00"," -2.2811","0",""
"322","16/10/1911 07:55:00","  2.2653","1",""
"323","16/10/1911 14:20:00"," -2.2303","0",""
"324","17/10/1911 09:35:00","  2.3414","1",""
"325","17/10/1911 16:10:00"," -2.3573","0",""
"326","18/10/1911 10:50:00","  2.4938","1",""
"327","18/10/1911 18:00:00"," -2.6367","0",""
"328","19/10/1911 06:20:00"," -2.3319","0",""
"329","19/10/1911 12:00:00","  3.0018","1",""
"330","20/10/1911 07:23:00"," -2.4843","0",""
"331","20/10/1911 12:45:00","  2.9764","1",""
"332","21/10/1911 08:15:00"," -2.5605","0",""
"333","21/10/1911 13:25:00","  3.5098","1",""
"334","22/10/1911 13:50:00","  3.2558","1",""
"335","23/10/1911 09:15:00"," -2.4335","0",""
"336","23/10/1911 14:30:00","  3.7638","1",""
"337","24/10/1911 10:05:00"," -2.7383","0",""
"338","24/10/1911 15:00:00","  3.6622","1",""
"339","25/10/1911 10:20:00"," -2.7637","0",""
"340","25/10/1911 15:35:00","  3.6622","1",""
"341","26/10/1911 10:40:00"," -2.4081","0",""
"342","26/10/1911 16:00:00","  3.2558","1",""
"343","27/10/1911 10:55:00"," -2.3319","0",""
"344","27/10/1911 16:40:00","  3.5606","1",""
"345","28/10/1911 11:10:00"," -2.0271","0",""
"346","28/10/1911 17:00:00","  2.9256","1",""
"347","29/10/1911 11:50:00"," -2.3319","0",""
"348","29/10/1911 18:00:00","  2.3668","1",""
"349","30/10/1911 06:00:00","  0.8683","1",""
"350","30/10/1911 11:30:00"," -2.5605","0",""
"351","31/10/1911 07:20:00","  1.7065","1",""
"352","31/10/1911 13:40:00"," -1.7478","0",""
"353","01/11/1911 08:50:00","  2.0621","1",""
"354","01/11/1911 15:20:00"," -1.5192","0",""
"355","02/11/1911 10:27:00","  1.8843","1",""
"356","02/11/1911 17:00:00"," -2.4589","0",""
"357","03/11/1911 11:20:00","  2.8494","1",""
"358","03/11/1911 18:30:00"," -2.5605","0",""
"359","04/11/1911 07:00:00"," -3.1701","0",""
"360","04/11/1911 12:20:00","  3.3828","1",""
"361","05/11/1911 07:30:00"," -2.5859","0",""
"362","05/11/1911 12:45:00","  2.7732","1",""
"363","06/11/1911 07:45:00"," -1.7986","0",""
"364","06/11/1911 12:50:00","  3.4590","1",""
"365","07/11/1911 09:00:00"," -2.7891","0",""
"366","07/11/1911 14:00:00","  3.5606","1",""
"367","08/11/1911 10:03:00"," -3.2463","0",""
"368","08/11/1911 14:45:00","  3.5352","1",""
"369","09/11/1911 10:25:00"," -2.6875","0",""
"370","09/11/1911 15:20:00","  3.8400","1",""
"371","10/11/1911 10:11:00"," -2.8145","0",""
"372","10/11/1911 16:15:00","  3.6114","1",""
"373","11/11/1911 11:35:00"," -2.7891","0",""
"374","11/11/1911 16:50:00","  3.4590","1",""
"375","12/11/1911 12:40:00"," -2.5605","0",""
"376","12/11/1911 17:55:00","  2.9764","1",""
"377","13/11/1911 06:15:00","  2.3160","1",""
"378","13/11/1911 13:55:00"," -2.7637","0",""
"379","14/11/1911 07:20:00","  2.3668","1",""
"380","14/11/1911 14:45:00"," -2.5605","0",""
"381","15/11/1911 08:50:00","  2.5446","1",""
"382","15/11/1911 16:25:00"," -2.3573","0",""
"383","16/11/1911 10:25:00","  2.8494","1",""
"384","16/11/1911 17:20:00"," -2.3827","0",""
"385","17/11/1911 11:20:00","  2.7478","1",""
"386","17/11/1911 18:30:00"," -2.6875","0",""
"387","18/11/1911 06:40:00"," -2.2811","0",""
"388","18/11/1911 12:00:00","  3.3066","1",""
"389","19/11/1911 07:30:00"," -2.6367","0",""
"390","19/11/1911 12:50:00","  3.0018","1",""
"391","20/11/1911 07:55:00"," -2.3573","0",""
"392","20/11/1911 13:25:00","  3.6114","1",""
"393","21/11/1911 08:45:00"," -2.2557","0",""
"394","21/11/1911 13:50:00","  3.6114","1",""
"395","22/11/1911 09:30:00"," -2.5097","0",""
"396","22/11/1911 14:40:00","  3.5860","1",""
"397","23/11/1911 09:25:00"," -2.1033","0",""
"398","23/11/1911 15:15:00","  3.5606","1",""
"399","24/11/1911 10:15:00"," -2.4081","0",""
"400","24/11/1911 15:55:00","  3.3320","1",""
"401","25/11/1911 10:35:00"," -2.4335","0",""
"402","25/11/1911 16:25:00","  3.2304","1",""
"403","26/11/1911 11:00:00"," -2.5351","0",""
"404","26/11/1911 17:05:00","  2.7224","1",""
"405","27/11/1911 11:40:00"," -2.4843","0",""
"406","27/11/1911 17:35:00","  2.4684","1",""
"407","28/11/1911 05:50:00","  2.1383","1",""
"408","28/11/1911 12:00:00"," -2.3319","0",""
"409","29/11/1911 06:30:00","  2.2399","1",""
"410","29/11/1911 13:00:00"," -2.1033","0",""
"411","30/11/1911 07:45:00","  1.9351","1",""
"412","30/11/1911 14:10:00"," -2.2557","0",""
"413","01/12/1911 09:05:00","  2.3414","1",""
"414","01/12/1911 16:00:00"," -2.0779","0",""
"415","02/12/1911 10:30:00","  2.2399","1",""
"416","02/12/1911 17:00:00"," -2.5351","0",""
"417","03/12/1911 11:15:00","  2.3668","1",""
"418","03/12/1911 17:45:00"," -2.6621","0",""
"419","04/12/1911 06:15:00"," -2.2811","0",""
"420","04/12/1911 12:10:00","  3.0018","1",""
"421","05/12/1911 07:40:00"," -2.5097","0",""
"422","05/12/1911 12:50:00","  3.0780","1",""
"423","06/12/1911 08:35:00"," -2.8145","0",""
"424","06/12/1911 13:40:00","  3.5098","1",""
"425","07/12/1911 10:05:00"," -2.9923","0",""
"426","07/12/1911 14:20:00","  2.9002","1",""
"427","08/12/1911 10:10:00"," -2.4843","0",""
"428","08/12/1911 15:10:00","  3.9670","1",""
"429","09/12/1911 11:15:00"," -2.9415","0",""
"430","09/12/1911 16:00:00","  3.6114","1",""
"431","10/12/1911 12:00:00"," -2.5859","0",""
"432","10/12/1911 17:00:00","  3.2304","1",""
"433","11/12/1911 13:20:00"," -3.1701","0",""
"434","11/12/1911 18:00:00","  3.0780","1",""
"435","12/12/1911 06:05:00","  3.1796","1",""
"436","12/12/1911 13:25:00"," -2.4589","0",""
"437","13/12/1911 07:15:00","  3.0018","1",""
"438","13/12/1911 14:00:00"," -2.1795","0",""
"439","14/12/1911 08:15:00","  2.6970","1",""
"440","14/12/1911 14:50:00"," -2.3573","0",""
"441","15/12/1911 09:25:00","  3.0018","1",""
"442","15/12/1911 16:15:00"," -2.3319","0",""
"443","16/12/1911 10:30:00","  2.6970","1",""
"444","16/12/1911 17:40:00"," -2.4081","0",""
"445","17/12/1911 06:00:00"," -2.1033","0",""
"446","17/12/1911 11:20:00","  2.6970","1",""
"447","18/12/1911 06:40:00"," -2.0779","0",""
"448","18/12/1911 12:15:00","  3.1796","1",""
"449","19/12/1911 07:20:00"," -2.4081","0",""
"450","19/12/1911 13:00:00","  3.5352","1",""
"451","20/12/1911 08:00:00"," -2.1033","0",""
"452","20/12/1911 13:40:00","  3.4590","1",""
"453","21/12/1911 08:45:00"," -1.9255","0",""
"454","21/12/1911 14:15:00","  3.9162","1",""
"455","22/12/1911 09:45:00"," -2.2557","0",""
"456","22/12/1911 14:55:00","  3.6368","1",""
"457","23/12/1911 10:20:00"," -1.9509","0",""
"458","23/12/1911 15:30:00","  3.5098","1",""
"459","24/12/1911 11:05:00"," -2.4589","0",""
"460","24/12/1911 16:00:00","  2.6970","1",""
"461","25/12/1911 11:20:00"," -1.9509","0",""
"462","25/12/1911 16:30:00","  3.4590","1",""
"463","26/12/1911 11:10:00"," -2.0779","0",""
"464","26/12/1911 17:20:00","  3.1542","1",""
"465","27/12/1911 12:25:00"," -1.9509","0",""
"466","27/12/1911 17:45:00","  3.0780","1",""
"467","28/12/1911 06:00:00","  2.7732","1",""
"468","28/12/1911 13:10:00"," -2.2557","0",""
"469","29/12/1911 06:30:00","  2.9256","1",""
"470","29/12/1911 13:45:00"," -1.9509","0",""
"471","30/12/1911 08:00:00","  2.3668","1",""
"472","30/12/1911 14:35:00"," -2.2049","0",""
"473","31/12/1911 08:45:00","  2.4684","1",""
"474","31/12/1911 16:10:00"," -2.2811","0",""
"475","01/01/1912 10:15:00","  2.6208","1",""
"476","01/01/1912 17:20:00"," -2.3827","0",""
"477","02/01/1912 06:00:00"," -2.0271","0",""
"478","02/01/1912 11:20:00","  2.9510","1",""
"479","03/01/1912 07:10:00"," -2.6621","0",""
"480","03/01/1912 12:40:00","  3.1288","1",""
"481","04/01/1912 08:10:00"," -2.4843","0",""
"482","04/01/1912 13:20:00","  3.4844","1",""
"483","05/01/1912 09:20:00"," -2.8145","0",""
"484","05/01/1912 14:15:00","  3.6876","1",""
"485","06/01/1912 10:10:00"," -2.6875","0",""
"486","06/01/1912 15:10:00","  3.9924","1",""
"487","07/01/1912 10:15:00"," -2.2557","0",""
"488","07/01/1912 16:05:00","  4.5257","1",""
"489","08/01/1912 11:35:00"," -2.5605","0",""
"490","08/01/1912 16:50:00","  3.8400","1",""
"491","09/01/1912 12:55:00"," -2.8399","0",""
"492","09/01/1912 17:45:00","  3.5352","1",""
"493","10/01/1912 05:45:00","  3.3828","1",""
"494","10/01/1912 13:20:00"," -2.5605","0",""
"495","11/01/1912 06:45:00","  2.6462","1",""
"496","11/01/1912 14:10:00"," -2.7891","0",""
"497","12/01/1912 07:05:00","  2.9002","1",""
"498","12/01/1912 14:35:00"," -2.1033","0",""
"499","13/01/1912 08:30:00","  2.5446","1",""
"500","13/01/1912 15:15:00"," -2.2811","0",""
"501","14/01/1912 09:20:00","  2.3922","1",""
"502","14/01/1912 16:45:00"," -2.2811","0",""
"503","15/01/1912 10:50:00","  2.5446","1",""
"504","15/01/1912 17:20:00"," -1.9763","0",""
"505","16/01/1912 06:00:00"," -2.1795","0",""
"506","16/01/1912 11:55:00","  2.2906","1",""
"507","17/01/1912 06:25:00"," -1.9509","0",""
"508","17/01/1912 13:05:00","  2.6462","1",""
"509","18/01/1912 07:35:00"," -2.2811","0",""
"510","18/01/1912 13:35:00","  2.6716","1",""
"511","19/01/1912 08:40:00"," -2.5097","0",""
"512","19/01/1912 14:20:00","  3.1288","1",""
"513","20/01/1912 09:25:00"," -2.3065","0",""
"514","20/01/1912 14:50:00","  3.5098","1",""
"515","21/01/1912 10:10:00"," -2.4081","0",""
"516","21/01/1912 15:25:00","  3.4844","1",""
"517","22/01/1912 10:45:00"," -2.4081","0",""
"518","22/01/1912 15:50:00","  3.5606","1",""
"519","23/01/1912 11:00:00"," -2.1795","0",""
"520","23/01/1912 16:25:00","  3.6114","1",""
"521","24/01/1912 11:50:00"," -2.2557","0",""
"522","24/01/1912 16:45:00","  3.3066","1",""
"523","25/01/1912 12:15:00"," -2.1541","0",""
"524","25/01/1912 17:35:00","  3.4336","1",""
